id,name,state_id
177,Dang,5
178,Devbhumi-Dwarka,5
179,Gir Somnath,5
180,Gandhinagar,5
181,Jamnagar,5
182,Junagadh,5
183,Kutch,5
184,Kheda,5
185,Mahisagar,5
186,Mehsana,5
187,Morbi,5
188,Narmada,5
189,Navsari,5
190,Panchmahal,5
191,Patan,5
192,Porbandar,5
193,Rajkot,5
194,Sabarkantha,5
195,Surat,5
196,Surendranagar,5
197,Tapi,5
198,Vadodara,5
199,Valsad,5
200,Anantapur,6
201,Chittoor,6
202,East Godavari,6
203,Guntur,6
204,Kadapa,6
205,Krishna,6
206,Kurnool,6
207,Prakasam,6
208,Nellore,6
209,Srikakulam,6
210,Visakhapatnam,6
211,Vizianagaram,6
212,West Godavari,6
213,Bagalkot,7
214,Bengaluru Urban,7
215,Bengaluru Rural,7
216,Belagavi,7
217,Ballari,7
218,Bidar,7
219,Chamarajanagara,7
220,Chikaballapur,7
221,Chikkamagaluru,7
222,Chitradurga,7
223,Dakshina Kannada,7
224,Davanagere,7
225,Dharwad,7
226,Gadag,7
227,Hassan,7
228,Haveri,7
229,Kalaburagi,7
230,Kodagu,7
231,Kolar,7
232,Koppal,7
233,Mandya,7
234,Mysuru,7
235,Vijayapura,7
236,Raichur,7
237,Ramanagara,7
238,Shivamogga,7
239,Tumakuru,7
240,Udupi,7
241,Uttara Kannada,7
242,Yadgir,7
243,Alappuzha,8
244,Ernakulam,8
245,Idukki,8
246,Kannur,8
247,Kasaragod,8
248,Kochi,8
249,Kollam,8
250,Kottayam,8
251,Kozhikode,8
252,Malappuram,8
253,Palakkad,8
254,Pathanamthitta,8
255,Thiruvananthapuram,8
256,Thrissur,8
257,Wayanad,8
258,Alipurduar,9
259,Bankura,9
260,Bardhaman,9
261,Birbhum,9
262,Cooch Behar,9
263,Darjeeling,9
264,East Midnapore,9
265,Hooghly,9
266,Howrah,9
267,Jalpaiguri,9
268,Kolkata,9
269,Malda,9
270,Murshidabad,9
271,Nadia,9
272,North Dinajpur,9
273,North 24 Parganas,9
274,Purulia,9
275,South 24 Parganas,9
276,South Dinajpur,9
277,West Midnapore,9
278,Dhalai,10
279,Sipahijala,10
280,Khowai,10
281,Gomati,10
282,Unakoti,10
283,North Tripura,10
284,South Tripura,10
285,West Tripura,10
286,Balod,11
287,Baloda Bazar,11
288,Bastar,11
289,Balrampur,11
290,Bemetara,11
291,Bilaspur,11
292,Bijapur,11
293,Dantewada,11
294,Durg,11
295,Dhamtari,11
296,Gariaband,11
297,Jashpur,11
298,Janjgir-Champa,11
299,Kabirdham,11
300,Kanker,11
301,Kondagaon,11
302,Korba,11
303,Koriya,11
304,Mahasamund,11
305,Mungeli,11
306,Narayanpur,11
307,Raigarh,11
308,Raipur,11
309,Rajnandgaon,11
310,Surajpur,11
311,Sukma,11
312,Surguja,11
313,Amritsar,12
314,Barnala,12
315,Bathinda,12
316,Faridkot,12
317,Fazilka,12
318,Firozpur,12
319,Fatehgarh Sahib,12
320,Gurdaspur,12
321,Hoshiarpur,12
322,Jalandhar,12
323,Kapurthala,12
324,Mansa,12
325,Moga,12
326,Mohali,12
327,Muktsar,12
328,Pathankot,12
329,Patiala,12
330,Ludhiana,12
331,Rupnagar,12
332,Sangrur,12
333,Shahid Bhagat Singh Nagar,12
334,Tarn Taran,12
335,Aizawl,13
336,Champhai,13
337,Kolasib,13
338,Lawngtlai,13
339,Lunglei,13
340,Mamit,13
341,Saiha,13
342,Serchhip,13
343,Ajmer,14
344,Alwar,14
345,Banswara,14
346,Baran,14
347,Barmer,14
348,Bharatpur,14
349,Bhilwara,14
350,Bikaner,14
351,Bundi,14
352,Chittorgarh,14
353,Churu,14
354,Dausa,14
355,Dholpur,14
356,Dungarpur,14
357,Hanumangarh,14
358,Jaipur,14
359,Jaisalmer,14
360,Jalore,14
361,Jhalawar,14
362,Jhunjhunu,14
363,Jodhpur,14
364,Karauli,14
365,Kota,14
366,Nagaur,14
367,Pali,14
368,Pratapgarh,14
369,Rajsamand,14
370,Sri Ganganagar,14
371,Sawai Madhopur,14
372,Sikar,14
373,Sirohi,14
374,Tonk,14
375,Udaipur,14
376,North Goa,15
377,Panaji,15
378,South Goa,15
379,Almora,16
380,Bageshwar,16
381,Chamoli,16
382,Champawat,16
383,Dehradun,16
384,Haridwar,16
385,Nainital,16
386,Pauri Garhwal,16
387,Pithoragarh,16
388,Rudraprayag,16
389,Tehri Garhwal,16
390,Udham Singh Nagar,16
391,Uttarkashi,16
392,Anjaw,17
393,Changlang,17
394,Dibang Valley,17
395,East Kameng,17
396,East Siang,17
397,Kra Daadi,17
398,Kurung Kumey,17
399,Lohit,17
400,Longding,17
401,Lower Dibang Valley,17
402,Lower Subansiri,17
403,Namsai,17
404,Papum Pare,17
405,Tawang,17
406,Tirap,17
407,Upper Siang,17
408,Upper Subansiri,17
409,West Kameng,17
410,West Siang,17
411,Siang,17
412,Araria,18
413,Arwal,18
414,Aurangabad,18
415,Banka,18
416,Begusarai,18
417,Bhabhua (Kaimur),18
418,Bhagalpur,18
419,Bhojpur,18
420,Buxar,18
421,Darbhanga,18
422,East Champaran,18
423,Gaya,18
424,Gopalganj,18
425,Jamui,18
426,Jehanabad,18
427,Katihar,18
428,Khagaria,18
429,Kishanganj,18
430,Lakhisarai,18
431,Madhepura,18
432,Madhubani,18
433,Munger,18
434,Muzaffarpur,18
435,Nalanda,18
436,Nawada,18
437,Patna,18
438,Purnea,18
439,Rohtas,18
440,Saharsa,18
441,Samastipur,18
442,Saran,18
443,Sheikhpura,18
444,Sheohar,18
445,Sitamarhi,18
446,Siwan,18
447,Supaul,18
448,Vaishali,18
449,West Champaran,18
450,Lakshadweep,19
451,Kavaratti*,19
452,Bokaro,20
453,Chatra,20
454,Deoghar,20
455,Dhanbad,20
456,Dumka,20
457,East Singhbhum,20
458,Garhwa,20
459,Giridih,20
460,Godda,20
461,Gumla,20
462,Hazaribagh,20
463,Jamtara,20
464,Khunti,20
465,Koderma,20
466,Latehar,20
467,Lohardaga,20
468,Pakur,20
469,Palamu,20
470,Ramgarh,20
471,Ranchi,20
472,Sahibganj,20
473,Saraikela,20
474,Simdega,20
475,West Singhbhum,20
476,Dadra and Nagar Haveli,21
477,Silvassa,21
478,Anugul,22
479,Balangir,22
480,Boudh,22
481,Bhadrak,22
482,Bargarh(Baragarh),22
483,Balasore (Baleswar),22
484,Cuttack,22
485,Debagarh (Deogarh),22
486,Dhenkanal,22
487,Ganjam,22
488,Gajapati,22
489,Jajapur(Jaipur),22
490,Jagatsinghapur,22
491,Jharsuguda,22
492,Kalahandi,22
493,Kendujhar (Keonjhar),22
494,Kandhamal,22
495,Khordha (Bhubaneswar),22
496,Koraput,22
497,Kendrapara,22
498,Malkangiri,22
499,Mayurbhanj,22
500,Nabarangapur,22
501,Nayagarh,22
502,Nuapada,22
503,Puri,22
504,Rayagada,22
505,Sambalpur,22
506,Subarnapur (Sonepur),22
507,Sundergarh(Sundargarh),22
508,Ariyalur,23
509,Chennai,23
510,Coimbatore,23
511,Cuddalore,23
512,Dharmapuri,23
513,Dindigul,23
514,Erode,23
515,Kanchipuram,23
516,Kanyakumari,23
517,Karur,23
518,Krishnagiri,23
519,Madurai,23
520,Nagapattinam,23
521,Namakkal,23
522,Nilgiris,23
523,Perambalur,23
524,Pudukkottai,23
525,Ramanathapuram,23
526,Salem,23
527,Sivaganga,23
528,Thanjavur,23
529,Theni,23
530,Tiruchirappalli,23
531,Tirunelveli,23
532,Tiruvallur,23
533,Tiruvannamalai,23
534,Tiruvarur,23
535,Thoothukudi,23
536,Vellore,23
537,Villupuram,23
538,Virudhunagar,23
539,Bilaspur,24
540,Chamba,24
541,Hamirpur,24
542,Kangra,24
543,Kinnaur,24
544,Kullu,24
545,Lahaul and Spiti,24
546,Mandi,24
547,Shimla,24
548,Sirmaur,24
549,Solan,24
550,Una,24
551,Ambala,25
552,Bhiwani,25
553,Charkhi Dadri ,25
554,Faridabad,25
555,Fatehabad,25
556,Gurgaon,25
557,Hisar,25
558,Jhajjar,25
559,Jind,25
560,Kaithal,25
561,Karnal,25
562,Kurukshetra,25
563,Mahendragarh,25
564,Mewat,25
565,Palwal,25
566,Panchkula,25
567,Panipat,25
568,Rewari,25
569,Rohtak,25
570,Sirsa,25
571,Sonipat,25
572,Yamunanagar,25
573,Alirajpur,26
574,Anuppur,26
575,Ashok Nagar,26
576,Agar Malwa,26
577,Balaghat,26
578,Barwan,26
579,Betul,26
580,Bhind,26
581,Bhopal,26
582,Burhanpur,26
583,Chhatarpur,26
584,Chhindwara,26
585,Damoh,26
586,Datia,26
587,Dewas,26
588,Dhar,26
589,Dindori,26
590,Guna,26
591,Gwalior,26
592,Harda,26
593,Hoshangabad,26
594,Indore,26
595,Jabalpur,26
596,Jhabua,26
597,Katni,26
598,Mandla,26
599,Mandsaur,26
600,Morena,26
601,Multai,26
602,Murwara,26
603,Narsinghpur,26
604,Neemuch,26
605,Panna,26
606,East Nimar,26
607,West Nimar,26
608,Raisen,26
609,Rajgarh,26
610,Ratlam,26
611,Rewa,26
612,Sagar,26
613,Satna,26
614,Sehore,26
615,Seoni,26
616,Shahdol,26
617,Shajapur,26
618,Sheopur,26
619,Shivpuri,26
620,Sidhi,26
621,Singrauli,26
622,Tikamgarh,26
623,Ujjain,26
624,Umaria,26
625,Vidisha,26
626,Central Delhi,27
627,East Delhi,27
628,New Delhi,27
629,Shahdara,27
630,South East Delhi,27
631,North Delhi,27
632,North East Delhi,27
633,North West Delhi,27
634,South Delhi,27
635,South West Delhi,27
636,West Delhi,27
637,Chandigarh,28
638,Daman,29
639,Diu,29
640,Dimapur,30
641,Kiphire,30
642,Kohima,30
643,Longleng,30
644,Mokokchung,30
645,Mon,30
646,Peren,30
647,Phek,30
648,Tuensang,30
649,Wokha,30
650,Zunheboto,30
651,East Sikkim,31
652,North Sikkim,31
653,South Sikkim,31
654,West Sikkim,31
655,Bishnupur,32
656,Chandel,32
657,Churachandpur,32
658,Imphal East,32
659,Lamphelpat,32
660,Senapati,32
661,Tamenglong,32
662,Thoubal,32
663,Ukhrul,32
664,West Jaintia Hills (Jowai),33
665,East Jaintia Hills (Khliehriat),33
666,East Khasi Hills (Shillong),33
667,West Khasi Hills (Nongstoin),33
668,South West Khasi Hills (Mawkyrwat),33
669,Ri-Bhoi (Nongpoh),33
670,North Garo Hills (Resubelpara),33
671,East Garo Hills (Williamnagar),33
672,South Garo Hills (Baghmara),33
673,West Garo Hills (Tura),33
674,South West Garo Hills (Ampati),33
675,Karaikal,34
676,Mahe,34
677,Pondicherry*,34
678,Yanam,34
679,North and Middle Andaman district,36
680,South Andaman district,36
681,Nicobar district,36
682,Adilabad,37
683,Komaram Bheem ,37
684,Asifabad,37
685,Bhadradi Kothagudem,37
686,Jayashankar Bhupalpally,37
687,Jogulamba Gadwal,37
688,Hyderabad,37
689,Jagtial,37
690,Jangaon,37
691,Kamareddy,37
692,Karimnagar,37
693,Khammam,37
694,Mahabubabad,37
695,Mancherial,37
696,Mahbubnagar,37
697,Medak,37
698,Medchal,37
699,Nalgonda,37
700,Nagarkurnool,37
701,Nirmal,37
702,Nizamabad,37
703,Ranga Reddy,37
704,Peddapalli,37
705,Rajanna Sircilla,37
706,Sangareddy,37
707,Siddipet,37
708,Suryapet,37
709,Wanaparthy,37
710,Warangal (urban),37
711,Warangal (rural),37
712,Yadadri Bhuvanagiri,37
713,,
714,,
715,,
716,,
717,,
718,,
719,,
720,,
721,,
722,,
723,,
724,,
725,,
726,,
727,,
728,,
729,,
730,,
731,,
732,,
733,,
734,,
735,,
736,,
737,,
738,,
739,,
740,,
741,,
742,,
743,,
744,,
745,,
746,,
747,,
748,,
749,,
750,,
751,,
752,,
753,,
754,,
755,,
756,,
757,,
758,,
759,,
760,,
761,,
762,,
763,,
764,,
765,,
766,,
767,,
768,,
769,,
770,,
771,,
772,,
773,,
774,,
775,,
776,,
777,,
778,,
779,,
780,,
781,,
782,,
783,,
784,,
785,,
786,,
787,,
788,,
789,,
790,,
791,,
792,,
793,,
794,,
795,,
796,,
797,,
798,,
799,,
800,,
801,,
802,,
803,,
804,,
805,,
806,,
807,,
808,,
809,,
810,,
811,,
812,,
813,,
814,,
815,,
816,,
817,,
818,,
819,,
820,,
821,,
822,,
823,,
824,,
825,,
826,,
827,,
828,,
829,,
830,,
831,,
832,,
833,,
834,,
835,,
836,,
837,,
838,,
839,,
840,,
841,,
842,,
843,,
844,,
845,,
846,,
847,,
848,,
849,,
850,,
851,,
852,,
853,,
854,,
855,,
856,,
857,,
858,,
859,,
860,,
861,,
862,,
863,,
864,,
865,,
866,,
867,,
868,,
869,,
870,,
871,,
872,,
873,,
874,,
875,,
876,,
877,,
878,,
879,,
880,,
881,,
882,,
883,,
884,,
885,,
886,,
887,,
888,,
889,,
890,,
891,,
892,,
893,,
894,,
895,,
896,,
897,,
898,,
899,,
900,,
901,,
902,,
903,,
904,,
905,,
906,,
907,,
908,,
909,,
910,,
911,,
912,,
913,,
914,,
915,,
916,,
917,,
918,,
919,,
920,,
921,,
922,,
923,,
924,,
925,,
926,,
927,,
928,,
929,,
930,,
931,,
932,,
933,,
934,,
935,,
936,,
937,,
938,,
939,,
940,,
941,,
942,,
943,,
944,,
945,,
946,,
947,,
948,,
949,,
950,,
951,,
952,,
953,,
954,,
955,,
956,,
957,,
958,,
959,,
960,,
961,,
962,,
963,,
964,,
965,,
966,,
967,,
968,,
969,,
970,,
971,,
972,,
973,,
974,,
975,,
976,,
977,,
978,,
979,,
980,,
981,,
982,,
983,,
984,,
985,,
986,,
987,,
988,,
989,,
990,,
991,,
992,,
993,,
994,,
995,,
996,,
997,,
998,,
999,,
1000,,
1001,,
1002,,
1003,,
1004,,
1005,,
1006,,
1007,,
1008,,
1009,,
1010,,
1011,,
1012,,
1013,,
1014,,
1015,,
1016,,
1017,,
1018,,
1019,,
1020,,
1021,,
1022,,
1023,,
1024,,
1025,,
1026,,
1027,,
1028,,
1029,,
1030,,
1031,,
1032,,
1033,,
1034,,
1035,,
1036,,
1037,,
1038,,
1039,,
1040,,
1041,,
1042,,
1043,,
1044,,
1045,,
1046,,
1047,,
1048,,
1049,,
1050,,
1051,,
1052,,
1053,,
1054,,
1055,,
1056,,
1057,,
1058,,
1059,,
1060,,
1061,,
1062,,
1063,,
1064,,
1065,,
1066,,
1067,,
1068,,
1069,,
1070,,
1071,,
1072,,
1073,,
1074,,
1075,,
1076,,
1077,,
1078,,
1079,,
1080,,
1081,,
1082,,
1083,,
1084,,
1085,,
1086,,
1087,,
1088,,
1089,,
1090,,
1091,,
1092,,
1093,,
1094,,
1095,,
1096,,
1097,,
1098,,
1099,,
1100,,
1101,,
1102,,
1103,,
1104,,
1105,,
1106,,
1107,,
1108,,
1109,,
1110,,
1111,,
1112,,
1113,,
1114,,
1115,,
1116,,
1117,,
1118,,
1119,,
1120,,
1121,,
1122,,
1123,,
1124,,
1125,,
1126,,
1127,,
1128,,
1129,,
1130,,
1131,,
1132,,
1133,,
1134,,
1135,,
1136,,
1137,,
1138,,
1139,,
1140,,
1141,,
1142,,
1143,,
1144,,
1145,,
1146,,
1147,,
1148,,
1149,,
1150,,
1151,,
1152,,
1153,,
1154,,
1155,,
1156,,
1157,,
1158,,
1159,,
1160,,
1161,,
1162,,
1163,,
1164,,
1165,,
1166,,
1167,,
1168,,
1169,,
1170,,
1171,,
1172,,
1173,,
1174,,
1175,,
1176,,
1177,,
1178,,
1179,,
1180,,
1181,,
1182,,
1183,,
1184,,
1185,,
1186,,
1187,,
1188,,
1189,,
1190,,
1191,,
1192,,
1193,,
1194,,
1195,,
1196,,
1197,,
1198,,
1199,,
1200,,
1201,,
1202,,
1203,,
1204,,
1205,,
1206,,
1207,,
1208,,
1209,,
1210,,
1211,,
1212,,
1213,,
1214,,
1215,,
1216,,
1217,,
1218,,
1219,,
1220,,
1221,,
1222,,
1223,,
1224,,
1225,,
1226,,
1227,,
1228,,
1229,,
1230,,
1231,,
1232,,
1233,,
1234,,
1235,,
1236,,
1237,,
1238,,
1239,,
1240,,
1241,,
1242,,
1243,,
1244,,
1245,,
1246,,
1247,,
1248,,
1249,,
1250,,
1251,,
1252,,
1253,,
1254,,
1255,,
1256,,
1257,,
1258,,
1259,,
1260,,
1261,,
1262,,
1263,,
1264,,
1265,,
1266,,
1267,,
1268,,
1269,,
1270,,
1271,,
1272,,
1273,,
1274,,
1275,,
1276,,
1277,,
1278,,
1279,,
1280,,
1281,,
1282,,
1283,,
1284,,
1285,,
1286,,
1287,,
1288,,
1289,,
1290,,
1291,,
1292,,
1293,,
1294,,
1295,,
1296,,
1297,,
1298,,
1299,,
1300,,
1301,,
1302,,
1303,,
1304,,
1305,,
1306,,
1307,,
1308,,
1309,,
1310,,
1311,,
1312,,
1313,,
1314,,
1315,,
1316,,
1317,,
1318,,
1319,,
1320,,
1321,,
1322,,
1323,,
1324,,
1325,,
1326,,
1327,,
1328,,
1329,,
1330,,
1331,,
1332,,
1333,,
1334,,
1335,,
1336,,
1337,,
1338,,
1339,,
1340,,
1341,,
1342,,
1343,,
1344,,
1345,,
1346,,
1347,,
1348,,
1349,,
1350,,
1351,,
1352,,
1353,,
1354,,
1355,,
1356,,
1357,,
1358,,
1359,,
1360,,
1361,,
1362,,
1363,,
1364,,
1365,,
1366,,
1367,,
1368,,
1369,,
1370,,
1371,,
1372,,
1373,,
1374,,
1375,,
1376,,
1377,,
1378,,
1379,,
1380,,
1381,,
1382,,
1383,,
1384,,
1385,,
1386,,
1387,,
1388,,
1389,,
1390,,
1391,,
1392,,
1393,,
1394,,
1395,,
1396,,
1397,,
1398,,
1399,,
1400,,
1401,,
1402,,
1403,,
1404,,
